CustomerID,Gender,Age,Annual Income (k$),Spending Score (1-100)
4734,Male,30,74,81
4735,Female,58,49,42
4736,Female,32,19,50
4737,Male,62,83,33
4738,Female,26,15,65
4739,Male,58,32,29
4740,Male,41,17,27
4741,Male,56,65,48
4742,Female,65,65,18
4743,Male,23,110,91
4744,Male,56,84,99
4745,Male,19,98,38
4746,Male,24,68,14
4747,Male,27,34,58
4748,Male,45,63,37
4749,Female,39,76,80
4750,Male,36,79,29
4751,Female,40,48,64
4752,Female,47,73,53
4753,Male,48,36,32
4754,Male,54,33,56
4755,Female,64,31,72
4756,Male,38,61,52
4757,Male,31,29,52
4758,Male,47,49,27
4759,Female,22,84,79
4760,Female,29,33,77
4761,Female,52,47,39
4762,Female,37,62,46
4763,Male,21,67,86
4764,Male,18,47,20
4765,Male,39,81,65
4766,Male,54,76,35
4767,Male,54,90,96
4768,Male,40,58,51
4769,Male,66,47,82
4770,Male,37,42,30
4771,Male,36,68,17
4772,Female,18,50,44
4773,Female,32,45,56
4774,Female,50,48,37
4775,Male,60,42,69
4776,Male,27,65,44
4777,Male,45,23,1
4778,Male,53,68,64
4779,Male,39,78,27
4780,Female,18,45,40
4781,Female,42,111,90
4782,Male,49,61,95
4783,Male,25,19,35
4784,Male,35,53,65
4785,Male,22,62,35
4786,Male,18,72,42
4787,Male,53,53,34
4788,Male,38,33,5
4789,Male,61,31,52
4790,Male,50,43,57
4791,Male,33,45,32
4792,Male,37,30,78
4793,Female,46,41,38
4794,Male,52,77,33
4795,Female,43,103,63
4796,Female,54,80,10
4797,Female,34,94,73
4798,Female,24,86,39
4799,Female,37,82,75
4800,Female,41,51,83
4801,Male,22,64,66
4802,Male,20,49,29
4803,Female,45,54,17
4804,Female,33,62,13
4805,Female,36,79,78
4806,Female,33,71,46
4807,Female,60,56,34
4808,Female,56,62,46
4809,Female,21,71,78
4810,Female,31,78,70
4811,Female,50,20,61
4812,Female,47,32,66
4813,Female,38,89,54
4814,Female,22,58,58
4815,Male,29,49,55
4816,Male,31,53,50
4817,Female,42,53,69
4818,Female,62,75,59
4819,Male,29,31,27
4820,Male,24,61,63
4821,Female,37,67,56
4822,Female,53,70,65
4823,Female,18,66,47
4824,Female,59,74,71
4825,Male,36,45,48
4826,Male,28,35,68
4827,Male,18,125,38
4828,Female,48,52,40
4829,Male,36,55,65
4830,Female,41,78,41
4831,Female,26,102,99
4832,Female,34,46,64
4833,Female,32,34,50
4834,Male,37,27,71
4835,Female,29,102,37
4836,Male,18,33,74
4837,Male,70,59,73
4838,Male,19,34,82
4839,Male,41,22,38
4840,Female,18,52,18
4841,Female,18,35,34
4842,Male,40,42,42
4843,Male,41,113,93
4844,Female,56,71,99
4845,Female,44,85,59
4846,Male,36,82,50
4847,Female,25,57,41
4848,Female,59,49,71
4849,Female,51,67,99
4850,Male,21,64,96
4851,Female,39,45,79
4852,Female,40,63,79
4853,Female,34,42,71
4854,Female,49,56,48
4855,Female,50,51,31
4856,Male,36,27,49
4857,Female,34,15,61
4858,Female,59,35,12
4859,Female,51,107,46
4860,Male,39,52,28
4861,Male,18,80,76
4862,Female,43,15,36
4863,Female,48,34,58
4864,Male,18,24,32
4865,Female,42,55,91
4866,Male,33,124,6
4867,Female,35,72,62
4868,Female,26,105,17
4869,Male,36,53,37
4870,Female,58,96,55
4871,Female,32,115,56
4872,Male,52,57,56
4873,Female,27,46,54
4874,Male,49,25,33
4875,Female,38,52,45
4876,Male,43,62,51
4877,Male,38,113,55
4878,Male,47,26,48
4879,Male,18,62,69
4880,Female,19,15,52
4881,Male,44,49,55
4882,Male,18,68,40
4883,Female,31,74,23
4884,Male,38,76,54
4885,Female,27,70,81
4886,Female,29,75,61
4887,Female,42,61,29
4888,Male,52,33,71
4889,Male,25,15,41
4890,Female,30,46,68
4891,Male,28,57,40
4892,Male,18,93,59
4893,Male,40,57,36
4894,Male,51,55,37
4895,Female,53,70,9
4896,Female,26,53,63
4897,Female,21,81,59
4898,Female,39,112,61
4899,Male,50,118,57
4900,Male,41,63,30
4901,Female,42,69,75
4902,Male,54,102,75
4903,Male,28,56,29
4904,Female,35,78,63
4905,Female,61,30,72
4906,Male,36,52,38
4907,Female,21,90,42
4908,Female,29,41,63
4909,Male,25,57,11
4910,Female,43,19,22
4911,Male,26,113,24
4912,Female,42,93,3
4913,Female,28,65,78
4914,Female,18,73,1
4915,Male,43,70,59
4916,Male,40,96,71
4917,Male,46,46,42
4918,Female,29,79,32
4919,Male,27,88,56
4920,Male,44,92,50
4921,Male,60,15,76
4922,Male,39,44,1
4923,Male,44,33,26
4924,Female,34,64,64
4925,Male,18,15,51
4926,Male,52,15,69
4927,Female,51,117,56
4928,Female,48,76,46
4929,Male,36,63,42
4930,Male,47,70,99
4931,Female,51,64,89
4932,Male,61,86,62
4933,Female,52,43,52
4934,Male,39,65,64
4935,Male,20,66,71
4936,Male,41,33,61
4937,Female,42,94,30
4938,Female,48,48,96
4939,Male,57,87,56
4940,Female,37,63,99
4941,Male,68,103,55
4942,Male,18,33,43
4943,Female,44,32,85
4944,Male,27,36,57
4945,Female,18,64,53
4946,Female,36,101,19
4947,Female,18,102,67
4948,Female,36,15,37
4949,Male,39,67,38
4950,Male,54,15,37
4951,Male,18,81,61
4952,Male,51,89,10
4953,Male,40,59,44
4954,Male,53,62,75
4955,Female,32,62,18
4956,Male,20,39,54
4957,Female,21,71,33
4958,Female,20,54,39
4959,Female,45,84,92
4960,Male,59,57,7
4961,Male,30,37,69
4962,Male,47,20,37
4963,Male,18,15,36
4964,Male,41,95,21
4965,Female,48,48,69
4966,Male,18,69,45
4967,Female,36,107,41
4968,Female,48,45,53
4969,Male,18,44,45
4970,Male,57,57,1
4971,Female,43,61,37
4972,Male,48,110,73
4973,Female,33,101,11
4974,Male,18,76,22
4975,Female,46,98,39
4976,Male,37,55,31
4977,Male,39,68,49
4978,Female,54,52,21
4979,Male,49,26,40
4980,Male,65,92,48
4981,Male,40,74,66
4982,Male,29,61,82
4983,Female,36,60,43
4984,Female,44,20,98
4985,Female,53,34,45
4986,Female,18,69,71
4987,Male,38,46,99
4988,Male,61,54,53
4989,Female,35,57,14
4990,Female,51,42,52
4991,Male,45,35,34
4992,Male,52,18,43
4993,Male,27,56,99
4994,Female,27,76,18
4995,Female,39,17,57
4996,Male,18,59,27
4997,Female,35,67,42
4998,Male,42,34,69
4999,Male,63,97,58
5000,Female,44,50,44
